コード,銘柄名,市場,現在値,前日比(%),時価総額(百万円),時価総額(億円),時価総額(兆円),ランク
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,東G,764,-8.0(-1.04%),"9,676",97,0.10,07_100億未満
6562,ジーニー,東G,894,+6.0(+0.68%),"16,142",161,0.16,06_100億以上~500億未満
6563,みらいワークス,東G,481,-8.0(-1.64%),"2,606",26,0.03,07_100億未満
6564,ミダックＨＬＤＧ,東P,2017,+32.0(+1.61%),"56,019",560,0.56,05_500億以上~1000億未満
6566,要興業,東S,1172,-42.0(-3.46%),"18,601",186,0.19,06_100億以上~500億未満
6568,神戸天然物化学,東G,1264,-11.0(-0.86%),"9,834",98,0.10,07_100億未満
6570,共和コーポレーション,東S,1643,-9.0(-0.54%),"9,990",100,0.10,07_100億未満
6571,キュービーネットＨＬＤＧ,東P,1239,-29.0(-2.29%),"16,715",167,0.17,06_100億以上~500億未満
6572,オープングループ,東P,209,+1.0(+0.48%),"13,223",132,0.13,06_100億以上~500億未満
6573,ＣＲＡＶＩＡ,東G,27,-2.0(-6.90%),"1,387",14,0.01,07_100億未満
6574,コンヴァノ,東G,88,+0.0(+0.00%),"44,806",448,0.45,06_100億以上~500億未満
6577,ベストワンドットコム,東G,1969,+9.0(+0.46%),"3,002",30,0.03,07_100億未満
6578,コレックＨＬＤＧ,東S,432,-6.0(-1.37%),"3,175",32,0.03,07_100億未満
6579,ログリー,東G,347,+2.0(+0.58%),"1,320",13,0.01,07_100億未満
6580,ライトアップ,東G,735,+9.0(+1.24%),"4,267",43,0.04,07_100億未満
6584,三櫻工業,東P,1110,+120.0(+12.12%),"41,194",412,0.41,06_100億以上~500億未満
6586,マキタ,東P,5371,-47.0(-0.87%),"1,503,974","15,040",15.04,02_1兆以上~10兆未満
6588,東芝テック,東P,3270,+0.0(+0.00%),"188,447","1,884",1.88,04_1000億以上~5000億未満
6590,芝浦メカトロニクス,東P,5180,+80.0(+1.57%),"361,872","3,619",3.62,04_1000億以上~5000億未満
6592,マブチモーター,東P,1540.5,+9.0(+0.59%),"401,531","4,015",4.02,04_1000億以上~5000億未満
6594,ニデック,東P,2864,+5.0(+0.17%),"3,415,518","34,155",34.16,02_1兆以上~10兆未満
6597,ＨＰＣシステムズ,東G,6980,+850.0(+13.87%),"30,541",305,0.31,06_100億以上~500億未満
6599,エブレン,東S,3200,-45.0(-1.39%),"4,915",49,0.05,07_100億未満
6612,バルミューダ,東G,561,-2.0(-0.36%),"4,784",48,0.05,07_100億未満
6613,ＱＤレーザ,東G,2450,-150.0(-5.77%),"102,714","1,027",1.03,04_1000億以上~5000億未満
6614,シキノハイテック,東S,953,-37.0(-3.74%),"4,218",42,0.04,07_100億未満
6615,ユー・エム・シー・エレクトロニ,東P,250,-6.0(-2.34%),"7,069",71,0.07,07_100億未満
6616,トレックス・セミコンダクター,東P,2820,+13.0(+0.46%),"32,583",326,0.33,06_100億以上~500億未満
6617,東光高岳,東P,7550,-310.0(-3.94%),"122,886","1,229",1.23,04_1000億以上~5000億未満
6619,ダブル・スコープ,東P,314,+5.0(+1.62%),"19,036",190,0.19,06_100億以上~500億未満
6620,宮越ＨＬＤＧ,東P,627,-8.0(-1.26%),"25,089",251,0.25,06_100億以上~500億未満
6622,ダイヘン,東P,15760,+60.0(+0.38%),"392,476","3,925",3.92,04_1000億以上~5000億未満
6625,ＪＡＬＣＯ　ＨＬＤＧ,東S,343,+7.0(+2.08%),"40,274",403,0.40,06_100億以上~500億未満
6626,ＳＥＭＩＴＥＣ,東S,2156,-60.0(-2.71%),"24,517",245,0.25,06_100億以上~500億未満
6627,テラプローブ,東S,10610,-270.0(-2.48%),"98,487",985,0.98,05_500億以上~1000億未満
6629,テクノホライゾン,東S,1004,-12.0(-1.18%),"21,147",211,0.21,06_100億以上~500億未満
6630,ヤーマン,東P,700,-1.0(-0.14%),"40,844",408,0.41,06_100億以上~500億未満
6632,ＪＶＣケンウッド,東P,1259,+18.5(+1.49%),"203,410","2,034",2.03,04_1000億以上~5000億未満
6633,ＣＧＳ　ＨＬＤＧ,東S,332,-18.0(-5.14%),"3,254",33,0.03,07_100億未満
6634,ＪＮグループ,東S,57,-5.0(-8.06%),"2,827",28,0.03,07_100億未満
6635,大日光・エンジニアリング,東S,753,-26.0(-3.34%),"5,121",51,0.05,07_100億未満
6637,寺崎電気産業,東S,3255,-30.0(-0.91%),"42,413",424,0.42,06_100億以上~500億未満
6638,ミマキエンジニアリング,東P,1839,+10.0(+0.55%),"58,922",589,0.59,05_500億以上~1000億未満
6643,戸上電機製作所,東S,5100,-90.0(-1.73%),"24,030",240,0.24,06_100億以上~500億未満
6644,大崎電気工業,東P,1521,-44.0(-2.81%),"71,361",714,0.71,05_500億以上~1000億未満
6645,オムロン,東P,6232,+40.0(+0.65%),"1,285,318","12,853",12.85,02_1兆以上~10兆未満
6647,森尾電機,東S,2575,+5.0(+0.19%),"3,669",37,0.04,07_100億未満
6648,かわでん,東S,1684,-12.0(-0.71%),"35,297",353,0.35,06_100億以上~500億未満
6651,日東工業,東P,4655,-25.0(-0.53%),"188,332","1,883",1.88,04_1000億以上~5000億未満
6652,ＩＤＥＣ,東P,3320,-10.0(-0.30%),"104,163","1,042",1.04,04_1000億以上~5000億未満
6653,正興電機製作所,東P,2360,+49.0(+2.12%),"32,824",328,0.33,06_100億以上~500億未満
6654,不二電機工業,東S,1110,+20.0(+1.83%),"6,992",70,0.07,07_100億未満
6656,インスペック,東S,1223,-78.0(-6.00%),"4,908",49,0.05,07_100億未満
6658,シライ電子工業,東S,455,-4.0(-0.87%),"6,878",69,0.07,07_100億未満
6659,メディアリンクス,東S,88,+11.0(+14.29%),"6,925",69,0.07,07_100億未満
6662,ユビテック,東S,217,-1.0(-0.46%),"3,210",32,0.03,07_100億未満
6663,太洋テクノレックス,東S,354,+11.0(+3.21%),"2,146",21,0.02,07_100億未満
6664,オプトエレクトロニクス,東S,247,-3.0(-1.20%),"3,705",37,0.04,07_100億未満
6666,リバーエレテック,東S,1131,-57.0(-4.80%),"9,831",98,0.10,07_100億未満
6668,アドテックプラズマテクノロジー,東S,3140,+80.0(+2.61%),"26,960",270,0.27,06_100億以上~500億未満
6670,ＭＣＪ,東S,2183,+1.0(+0.05%),"222,174","2,222",2.22,04_1000億以上~5000億未満
6674,ジーエスユアサコーポレーション,東P,7185,-310.0(-4.14%),"721,707","7,217",7.22,03_5000億以上~1兆未満
6675,サクサ,東S,1960,+34.0(+1.77%),"36,720",367,0.37,06_100億以上~500億未満
6676,バッファロー,東S,2297,-57.0(-2.42%),"55,128",551,0.55,05_500億以上~1000億未満
6677,エスケーエレクトロニクス,東S,3320,-25.0(-0.75%),"37,743",377,0.38,06_100億以上~500億未満
6678,テクノメディカ,東S,2012,-25.0(-1.23%),"17,625",176,0.18,06_100億以上~500億未満
6694,ズーム,東S,645,+5.0(+0.78%),"2,964",30,0.03,07_100億未満
6696,トラース・オン・プロダクト,東G,257,-43.0(-14.33%),"1,241",12,0.01,07_100億未満
6699,ダイヤモンドエレクトリックＨＤ,東S,468,-16.0(-3.31%),"5,725",57,0.06,07_100億未満
6701,日本電気,東P,4224,-49.0(-1.15%),"5,762,588","57,626",57.63,02_1兆以上~10兆未満
6702,富士通,東P,3485,-91.0(-2.54%),"6,063,126","60,631",60.63,02_1兆以上~10兆未満
6703,沖電気工業,東P,3425,-40.0(-1.15%),"298,720","2,987",2.99,04_1000億以上~5000億未満
6706,電気興業,東P,3475,-35.0(-1.00%),"34,402",344,0.34,06_100億以上~500億未満
6707,サンケン電気,東P,9265,+9.0(+0.10%),"193,873","1,939",1.94,04_1000億以上~5000億未満
6718,アイホン,東P,2689,-16.0(-0.59%),"47,434",474,0.47,06_100億以上~500億未満
6721,ウインテスト,東S,84,+3.0(+3.70%),"4,705",47,0.05,07_100億未満
6723,ルネサスエレクトロニクス,東P,4838,+14.0(+0.29%),"9,050,035","90,500",90.50,02_1兆以上~10兆未満
6724,セイコーエプソン,東P,3014,-88.0(-2.84%),"1,125,950","11,260",11.26,02_1兆以上~10兆未満
6727,ワコム,東P,912,-8.0(-0.87%),"123,120","1,231",1.23,04_1000億以上~5000億未満
6728,アルバック,東P,9080,-105.0(-1.14%),"448,152","4,482",4.48,04_1000億以上~5000億未満
6730,アクセル,東S,1219,+21.0(+1.75%),"13,667",137,0.14,06_100億以上~500億未満
6731,ピクセラ,東S,136,-4.0(-2.86%),"2,192",22,0.02,07_100億未満
6736,サン電子,東S,8670,-270.0(-3.02%),"208,147","2,081",2.08,04_1000億以上~5000億未満
6737,ＥＩＺＯ,東P,2637,-16.0(-0.60%),"111,626","1,116",1.12,04_1000億以上~5000億未満
6740,ジャパンディスプレイ,東P,54,-1.0(-1.82%),"230,344","2,303",2.30,04_1000億以上~5000億未満
6741,日本信号,東P,1549,+6.0(+0.39%),"105,858","1,059",1.06,04_1000億以上~5000億未満
6742,京三製作所,東P,900,+129.0(+16.73%),"56,560",566,0.57,05_500億以上~1000億未満
6743,大同信号,東S,825,-4.0(-0.48%),"14,865",149,0.15,06_100億以上~500億未満
6744,能美防災,東P,4520,-20.0(-0.44%),"274,964","2,750",2.75,04_1000億以上~5000億未満
6745,ホーチキ,東P,1905,-13.0(-0.68%),"150,876","1,509",1.51,04_1000億以上~5000億未満
6748,星和電機,東S,720,+11.0(+1.55%),"9,532",95,0.10,07_100億未満
6750,エレコム,東P,1693,-13.0(-0.76%),"156,131","1,561",1.56,04_1000億以上~5000億未満
6752,パナソニック　ＨＬＤＧ,東P,3800,-116.0(-2.96%),"9,327,218","93,272",93.27,02_1兆以上~10兆未満
6753,シャープ,東P,671.6,+3.1(+0.46%),"436,818","4,368",4.37,04_1000億以上~5000億未満
6754,アンリツ,東P,4632,-144.0(-3.02%),"629,353","6,294",6.29,03_5000億以上~1兆未満
6757,ＯＳＧコーポレーション,東S,828,+0.0(+0.00%),"4,554",46,0.05,07_100億未満
6758,ソニーグループ,東P,3540,-79.0(-2.18%),"21,117,219","211,172",211.17,01_10兆以上
6762,ＴＤＫ,東P,3950,+0.0(+0.00%),"7,678,247","76,782",76.78,02_1兆以上~10兆未満
6763,帝国通信工業,東P,3175,+50.0(+1.60%),"31,293",313,0.31,06_100億以上~500億未満
6768,タムラ製作所,東P,1053,-7.0(-0.66%),"87,158",872,0.87,05_500億以上~1000億未満
6769,ザインエレクトロニクス,東S,1100,-75.0(-6.38%),"13,574",136,0.14,06_100億以上~500億未満
6770,アルプスアルパイン,東P,2116.5,-33.5(-1.56%),"440,451","4,405",4.40,04_1000億以上~5000億未満
6771,池上通信機,東S,628,-13.0(-2.03%),"4,575",46,0.05,07_100億未満
6772,東京コスモス電機,東S,1132,+8.0(+0.71%),"7,727",77,0.08,07_100億未満
6775,ＴＢグループ,東S,122,-9.0(-6.87%),"1,708",17,0.02,07_100億未満
6776,天昇電気工業,東S,258,-2.0(-0.77%),"4,390",44,0.04,07_100億未満
6777,ｓａｎｔｅｃ　ＨＬＤＧ,東S,25730,-400.0(-1.53%),"307,759","3,078",3.08,04_1000億以上~5000億未満
6778,アルチザネットワークス,東S,635,+0.0(+0.00%),"6,072",61,0.06,07_100億未満
6779,日本電波工業,東P,4335,+150.0(+3.58%),"100,263","1,003",1.00,04_1000億以上~5000億未満
6785,鈴木,東P,3320,-45.0(-1.34%),"47,823",478,0.48,06_100億以上~500億未満
6786,ＲＶＨ,東S,51,+0.0(+0.00%),"1,291",13,0.01,07_100億未満
6787,メイコー,東P,37300,+200.0(+0.54%),"999,764","9,998",10.00,03_5000億以上~1兆未満
6788,日本トリム,東P,4355,-60.0(-1.36%),"37,700",377,0.38,06_100億以上~500億未満
6794,フォスター電機,東P,3010,+37.0(+1.24%),"75,250",753,0.75,05_500億以上~1000億未満
6797,名古屋電機工業,東S,1156,-13.0(-1.11%),"14,848",148,0.15,06_100億以上~500億未満
6798,ＳＭＫ,東P,3570,-10.0(-0.28%),"25,704",257,0.26,06_100億以上~500億未満
6800,ヨコオ,東P,5110,+10.0(+0.20%),"121,873","1,219",1.22,04_1000億以上~5000億未満
6803,ティアック,東S,94,-1.0(-1.05%),"2,720",27,0.03,07_100億未満
6804,ホシデン,東P,2827,+30.0(+1.07%),"165,387","1,654",1.65,04_1000億以上~5000億未満
6806,ヒロセ電機,東P,28690,+265.0(+0.93%),"1,024,060","10,241",10.24,02_1兆以上~10兆未満
6807,日本航空電子工業,東P,2473,-37.0(-1.47%),"173,858","1,739",1.74,04_1000億以上~5000億未満
6809,ＴＯＡ,東P,1544,+4.0(+0.26%),"53,633",536,0.54,05_500億以上~1000億未満
6810,マクセル,東P,2086,+31.0(+1.51%),"84,825",848,0.85,05_500億以上~1000億未満
6814,古野電気,東P,6170,+60.0(+0.98%),"196,789","1,968",1.97,04_1000億以上~5000億未満
6817,スミダコーポレーション,東P,1563,+57.0(+3.78%),"51,808",518,0.52,05_500億以上~1000億未満
6819,伊豆シャボテンリゾート,東S,452,-6.0(-1.31%),"8,395",84,0.08,07_100億未満
6820,アイコム,東P,2954,-14.0(-0.47%),"43,867",439,0.44,06_100億以上~500億未満
6822,大井電気,東S,5480,-60.0(-1.08%),"8,056",81,0.08,07_100億未満
6823,リオン,東P,3730,-80.0(-2.10%),"46,057",461,0.46,06_100億以上~500億未満
6824,新コスモス電機,東S,4280,-40.0(-0.93%),"53,761",538,0.54,05_500億以上~1000億未満
6832,アオイ電子,東S,2975,+85.0(+2.94%),"35,700",357,0.36,06_100億以上~500億未満
6834,精工技研,東S,29150,+570.0(+1.99%),"272,076","2,721",2.72,04_1000億以上~5000億未満
6835,アライドテレシスＨＬＤＧ,東S,269,-12.0(-4.27%),"28,248",282,0.28,06_100億以上~500億未満
6836,ぷらっとホーム,東S,837,-29.0(-3.35%),"4,005",40,0.04,07_100億未満
6837,京写,東S,366,-4.0(-1.08%),"5,352",54,0.05,07_100億未満
6838,多摩川ＨＬＤＧ,東S,2446,+39.0(+1.62%),"22,449",224,0.22,06_100億以上~500億未満
6840,ＡＫＩＢＡ　ＨＬＤＧ,東S,1021,+3.0(+0.29%),"9,386",94,0.09,07_100億未満
6841,横河電機,東P,5313,-37.0(-0.69%),"1,366,510","13,665",13.67,02_1兆以上~10兆未満
6844,新電元工業,東P,3495,+85.0(+2.49%),"36,134",361,0.36,06_100億以上~500億未満
6845,アズビル,東P,1647,-29.0(-1.73%),"891,641","8,916",8.92,03_5000億以上~1兆未満
6848,東亜ディーケーケー,東S,852,-9.0(-1.05%),"16,938",169,0.17,06_100億以上~500億未満
6849,日本光電工業,東P,1410.5,-10.5(-0.74%),"241,142","2,411",2.41,04_1000億以上~5000億未満
6850,チノー,東P,1663,+9.0(+0.54%),"30,799",308,0.31,06_100億以上~500億未満
6853,共和電業,東S,938,-3.0(-0.32%),"24,352",244,0.24,06_100億以上~500億未満
6855,日本電子材料,東S,7790,+40.0(+0.52%),"114,229","1,142",1.14,04_1000億以上~5000億未満
6856,堀場製作所,東P,26345,-265.0(-1.00%),"1,112,635","11,126",11.13,02_1兆以上~10兆未満
6857,アドバンテスト,東P,28170,+510.0(+1.84%),"20,620,440","206,204",206.20,01_10兆以上
6858,小野測器,東S,835,+3.0(+0.36%),"10,187",102,0.10,06_100億以上~500億未満
6859,エスペック,東P,4090,+75.0(+1.87%),"97,266",973,0.97,05_500億以上~1000億未満
6861,キーエンス,東P,80040,-590.0(-0.73%),"19,466,344","194,663",194.66,01_10兆以上
6862,ミナトＨＬＤＧ,東S,2135,-125.0(-5.53%),"16,921",169,0.17,06_100億以上~500億未満
6863,ニレコ,東S,2618,-57.0(-2.13%),"19,242",192,0.19,06_100億以上~500億未満
6864,エヌエフＨＬＤＧ,東S,2457,+171.0(+7.48%),"17,371",174,0.17,06_100億以上~500億未満
6866,日置電機,東P,13210,+270.0(+2.09%),"185,262","1,853",1.85,04_1000億以上~5000億未満
6867,リーダー電子,東S,420,-1.0(-0.24%),"1,896",19,0.02,07_100億未満
6869,シスメックス,東P,1496.5,+24.0(+1.63%),"942,017","9,420",9.42,03_5000億以上~1兆未満
6870,日本フェンオール,東S,2365,+5.0(+0.21%),"13,937",139,0.14,06_100億以上~500億未満
6871,日本マイクロニクス,東P,14670,+270.0(+1.88%),"587,171","5,872",5.87,03_5000億以上~1兆未満
6874,協立電機,東S,2599,-98.0(-3.63%),"22,711",227,0.23,06_100億以上~500億未満
6875,メガチップス,東P,11960,"-1,150.0(-8.77%)","227,801","2,278",2.28,04_1000億以上~5000億未満
6877,ＯＢＡＲＡ　ＧＲＯＵＰ,東S,6060,-30.0(-0.49%),"126,468","1,265",1.26,04_1000億以上~5000億未満
6882,三社電機製作所,東S,1414,+82.0(+6.16%),"21,139",211,0.21,06_100億以上~500億未満
6888,アクモス,東S,526,-6.0(-1.13%),"5,373",54,0.05,07_100億未満
6890,フェローテック,東S,9020,"+1,070.0(+13.46%)","457,113","4,571",4.57,04_1000億以上~5000億未満
6894,パルステック工業,東S,2106,-24.0(-1.13%),"2,935",29,0.03,07_100億未満
6897,ツインバード,東S,398,+2.0(+0.51%),"4,341",43,0.04,07_100億未満
6898,トミタ電機,東S,3860,+100.0(+2.66%),"3,154",32,0.03,07_100億未満
6899,ＡＳＴＩ,東S,2243,-33.0(-1.45%),"7,664",77,0.08,07_100億未満
6902,デンソー,東P,1907,-19.0(-0.99%),"5,551,239","55,512",55.51,02_1兆以上~10兆未満
6904,原田工業,東S,441,-1.0(-0.23%),"9,595",96,0.10,07_100億未満
6905,コーセル,東P,1504,+44.0(+3.01%),"61,944",619,0.62,05_500億以上~1000億未満
6907,ジオマテック,東S,630,-1.0(-0.16%),"5,766",58,0.06,07_100億未満
6908,イリソ電子工業,東P,3110,-55.0(-1.74%),"76,073",761,0.76,05_500億以上~1000億未満
6912,菊水ＨＬＤＧ,東S,2053,+15.0(+0.74%),"18,066",181,0.18,06_100億以上~500億未満
6914,オプテックスグループ,東P,4540,+20.0(+0.44%),"171,320","1,713",1.71,04_1000億以上~5000億未満
6915,千代田インテグレ,東S,3140,-15.0(-0.48%),"30,235",302,0.30,06_100億以上~500億未満
6918,アバールデータ,東S,3285,-20.0(-0.61%),"20,918",209,0.21,06_100億以上~500億未満
6919,ケル,東S,1358,+0.0(+0.00%),"10,515",105,0.11,06_100億以上~500億未満
6920,レーザーテック,東P,42750,+980.0(+2.35%),"4,030,744","40,307",40.31,02_1兆以上~10兆未満
6923,スタンレー電気,東P,3686,-42.0(-1.13%),"464,436","4,644",4.64,04_1000億以上~5000億未満
6925,ウシオ電機,東P,4310,+194.0(+4.71%),"359,885","3,599",3.60,04_1000億以上~5000億未満
6926,岡谷電機産業,東S,199,-3.0(-1.49%),"4,561",46,0.05,07_100億未満
6927,ヘリオス　テクノ　ＨＬＤＧ,東S,917,-17.0(-1.82%),"20,914",209,0.21,06_100億以上~500億未満
6928,エノモト,東S,3675,-25.0(-0.68%),"25,230",252,0.25,06_100億以上~500億未満
6929,日本セラミック,東P,3945,-35.0(-0.88%),"107,427","1,074",1.07,04_1000億以上~5000億未満
6932,遠藤照明,東S,2479,-25.0(-1.00%),"36,630",366,0.37,06_100億以上~500億未満
6941,山一電機,東P,9840,-50.0(-0.51%),"202,013","2,020",2.02,04_1000億以上~5000億未満
6942,ソフィアＨＬＤＧ,東S,1304,+1.0(+0.08%),"6,100",61,0.06,07_100億未満
6943,ＮＫＫスイッチズ,東S,4865,+0.0(+0.00%),"4,099",41,0.04,07_100億未満
6946,日本アビオニクス,東S,5640,+140.0(+2.55%),"94,554",946,0.95,05_500億以上~1000億未満
6947,図研,東P,4660,-20.0(-0.43%),"103,684","1,037",1.04,04_1000億以上~5000億未満
6951,日本電子,東P,7320,+4.0(+0.05%),"377,220","3,772",3.77,04_1000億以上~5000億未満
6952,カシオ計算機,東P,1853.5,-30.0(-1.59%),"434,575","4,346",4.35,04_1000億以上~5000億未満
6954,ファナック,東P,7800,-175.0(-2.19%),"7,661,725","76,617",76.62,02_1兆以上~10兆未満
6955,ＦＤＫ,東S,494,-9.0(-1.79%),"17,061",171,0.17,06_100億以上~500億未満
6958,日本シイエムケイ,東P,751,+12.0(+1.62%),"53,545",535,0.54,05_500億以上~1000億未満
6960,フクダ電子,東S,11500,-40.0(-0.35%),"434,094","4,341",4.34,04_1000億以上~5000億未満
6961,エンプラス,東P,13310,+300.0(+2.31%),"129,545","1,295",1.30,04_1000億以上~5000億未満
6962,大真空,東P,982,-23.0(-2.29%),"31,560",316,0.32,06_100億以上~500億未満
6963,ローム,東P,5497,-119.0(-2.12%),"2,219,469","22,195",22.19,02_1兆以上~10兆未満
6964,サンコー,東S,660,+5.0(+0.76%),"5,940",59,0.06,07_100億未満
6965,浜松ホトニクス,東P,2920.5,+43.0(+1.49%),"932,391","9,324",9.32,03_5000億以上~1兆未満
6966,三井ハイテック,東P,855,-4.0(-0.47%),"168,721","1,687",1.69,04_1000億以上~5000億未満
6969,松尾電機,東S,1889,-56.0(-2.88%),"7,248",72,0.07,07_100億未満
6971,京セラ,東P,3913,+100.0(+2.62%),"5,552,942","55,529",55.53,02_1兆以上~10兆未満
6976,太陽誘電,東P,16095,-655.0(-3.91%),"2,095,867","20,959",20.96,02_1兆以上~10兆未満
6977,日本抵抗器製作所,東S,1227,-21.0(-1.68%),"1,521",15,0.02,07_100億未満
6981,村田製作所,東P,9904,-516.0(-4.95%),"19,441,572","194,416",194.42,01_10兆以上
6982,リード,東S,579,-4.0(-0.69%),"1,524",15,0.02,07_100億未満
