コード,銘柄名,市場,時価総額(百万円),時価総額(億円),時価総額(兆円),ランクCD,ランク
6277,ホソカワミクロン,東P,82271,822.71,0,5,05_500億以上_1000億未満
6278,ユニオンツール,東P,449006,4490.06,0,4,04_1000億以上_5000億未満
6279,瑞光,東P,25459,254.59,0,6,06_100億以上_500億未満
6282,オイレス工業,東P,87880,878.8,0,5,05_500億以上_1000億未満
6284,日精エー･エス･ビー機械,東P,134170,1341.7,0,4,04_1000億以上_5000億未満
6286,靜甲,東S,9401,94.01,0,7,07_100億未満
6287,サトー,東P,77665,776.65,0,5,05_500億以上_1000億未満
6289,技研製作所,東P,47164,471.64,0,6,06_100億以上_500億未満
6291,日本エアーテック,東S,12941,129.41,0,6,06_100億以上_500億未満
6292,カワタ,東S,5840,58.4,0,7,07_100億未満
6294,オカダアイヨン,東P,16179,161.79,0,6,06_100億以上_500億未満
6298,ワイエイシイHLDG,東P,28594,285.94,0,6,06_100億以上_500億未満
6301,小松製作所,東P,6470519,64705.19,6,2,02_1兆以上_10兆未満
6302,住友重機械工業,東P,632840,6328.4,1,3,03_5000億以上_1兆未満
6305,日立建機,東P,1148499,11484.99,1,2,02_1兆以上_10兆未満
6306,日工,東P,34360,343.6,0,6,06_100億以上_500億未満
6307,サンセイ,東S,4116,41.16,0,7,07_100億未満
6309,巴工業,東P,49926,499.26,0,6,06_100億以上_500億未満
6310,井関農機,東P,39787,397.87,0,6,06_100億以上_500億未満
6315,TOWA,東P,241255,2412.55,0,4,04_1000億以上_5000億未満
6316,丸山製作所,東S,12448,124.48,0,6,06_100億以上_500億未満
6317,北川鉄工所,東S,15982,159.82,0,6,06_100億以上_500億未満
6322,タクミナ,東S,12087,120.87,0,6,06_100億以上_500億未満
6323,ローツェ,東P,780394,7803.94,1,3,03_5000億以上_1兆未満
6324,ハーモニック･ドライブ･システ,東P,665539,6655.39,1,3,03_5000億以上_1兆未満
6325,タカキタ,東S,5558,55.58,0,7,07_100億未満
6326,クボタ,東P,3313666,33136.66,3,2,02_1兆以上_10兆未満
6327,北川精機,東S,32446,324.46,0,6,06_100億以上_500億未満
6328,荏原実業,東P,58676,586.76,0,5,05_500億以上_1000億未満
6330,東洋エンジニアリング,東P,116187,1161.87,0,4,04_1000億以上_5000億未満
6331,三菱化工機,東P,82147,821.47,0,5,05_500億以上_1000億未満
6332,月島HLDG,東P,99271,992.71,0,5,05_500億以上_1000億未満
6333,TEIKOKU,東P,45541,455.41,0,6,06_100億以上_500億未満
6334,明治機械,東S,5131,51.31,0,7,07_100億未満
6335,東京機械製作所,東S,5237,52.37,0,7,07_100億未満
6336,石井表記,東S,9951,99.51,0,7,07_100億未満
6337,テセック,東S,15269,152.69,0,6,06_100億以上_500億未満
6338,タカトリ,東S,9841,98.41,0,7,07_100億未満
6339,新東工業,東P,64842,648.42,0,5,05_500億以上_1000億未満
6340,澁谷工業,東P,118933,1189.33,0,4,04_1000億以上_5000億未満
6342,太平製作所,東S,4196,41.96,0,7,07_100億未満
6343,フリージア･マクロス,東S,5998,59.98,0,7,07_100億未満
6345,アイチ,東P,86588,865.88,0,5,05_500億以上_1000億未満
6346,キクカワエンタープライズ,東S,7471,74.71,0,7,07_100億未満
6347,プラコー,東S,2551,25.51,0,7,07_100億未満
6349,小森コーポレーション,東P,78721,787.21,0,5,05_500億以上_1000億未満
6351,鶴見製作所,東P,106737,1067.37,0,4,04_1000億以上_5000億未満
6356,日本ギア工業,東S,20777,207.77,0,6,06_100億以上_500億未満
6357,三精テクノロジーズ,東S,49142,491.42,0,6,06_100億以上_500億未満
6358,酒井重工業,東P,18145,181.45,0,6,06_100億以上_500億未満
6360,東京自働機械製作所,東S,6244,62.44,0,7,07_100億未満
6361,荏原製作所,東P,2505800,25058,3,2,02_1兆以上_10兆未満
6363,酉島製作所,東P,73012,730.12,0,5,05_500億以上_1000億未満
6364,AIRMAN,東P,48838,488.38,0,6,06_100億以上_500億未満
6365,電業社機械製作所,東S,25413,254.13,0,6,06_100億以上_500億未満
6366,千代田化工建設,東S,186653,1866.53,0,4,04_1000億以上_5000億未満
6367,ダイキン工業,東P,6959992,69599.92,7,2,02_1兆以上_10兆未満
6368,オルガノ,東P,722980,7229.8,1,3,03_5000億以上_1兆未満
6369,トーヨーカネツ,東P,35318,353.18,0,6,06_100億以上_500億未満
6370,栗田工業,東P,1027098,10270.98,1,2,02_1兆以上_10兆未満
6371,椿本チエイン,東P,277748,2777.48,0,4,04_1000億以上_5000億未満
6376,日機装,東P,221016,2210.16,0,4,04_1000億以上_5000億未満
6378,木村化工機,東S,23031,230.31,0,6,06_100億以上_500億未満
6379,レイズネクスト,東P,115324,1153.24,0,4,04_1000億以上_5000億未満
6380,オリエンタルチエン工業,東S,9576,95.76,0,7,07_100億未満
6381,アネスト岩田,東P,67294,672.94,0,5,05_500億以上_1000億未満
6382,トリニティ工業,東S,22830,228.3,0,6,06_100億以上_500億未満
6383,ダイフク,東P,2596519,25965.19,3,2,02_1兆以上_10兆未満
6384,昭和真空,東S,11068,110.68,0,6,06_100億以上_500億未満
6387,サムコ,東P,103592,1035.92,0,4,04_1000億以上_5000億未満
6390,加藤製作所,東P,14092,140.92,0,6,06_100億以上_500億未満
6391,加地テック,東S,7250,72.5,0,7,07_100億未満
6392,ヤマダコーポレーション,東S,18240,182.4,0,6,06_100億以上_500億未満
6393,油研工業,東S,12765,127.65,0,6,06_100億以上_500億未満
6395,タダノ,東P,164984,1649.84,0,4,04_1000億以上_5000億未満
6396,宇野澤組鐵工所,東S,4329,43.29,0,7,07_100億未満
6400,不二精機,東S,2372,23.72,0,7,07_100億未満
6402,兼松エンジニアリング,東S,7328,73.28,0,7,07_100億未満
6403,水道機工,東S,17248,172.48,0,6,06_100億以上_500億未満
6405,鈴茂器工,東S,13336,133.36,0,6,06_100億以上_500億未満
6407,CKD,東P,427830,4278.3,0,4,04_1000億以上_5000億未満
6408,小倉クラッチ,東S,6524,65.24,0,7,07_100億未満
6412,平和,東P,205207,2052.07,0,4,04_1000億以上_5000億未満
6413,理想科学工業,東P,70920,709.2,0,5,05_500億以上_1000億未満
6417,SANKYO,東P,374095,3740.95,0,4,04_1000億以上_5000億未満
6418,日本金銭機械,東P,27863,278.63,0,6,06_100億以上_500億未満
6419,マースグループHLDG,東P,66433,664.33,0,5,05_500億以上_1000億未満
6420,ガリレイ,東P,147181,1471.81,0,4,04_1000億以上_5000億未満
6424,高見沢サイバネティックス,東S,3982,39.82,0,7,07_100億未満
6425,ユニバーサルエンターテインメン,東S,54533,545.33,0,5,05_500億以上_1000億未満
6428,オーイズミ,東S,7088,70.88,0,7,07_100億未満
6430,ダイコク電機,東P,30985,309.85,0,6,06_100億以上_500億未満
6432,竹内製作所,東P,367982,3679.82,0,4,04_1000億以上_5000億未満
6433,ヒーハイスト,東S,7384,73.84,0,7,07_100億未満
6436,アマノ,東P,249725,2497.25,0,4,04_1000億以上_5000億未満
6440,JUKI,東P,15893,158.93,0,6,06_100億以上_500億未満
6444,サンデン,東S,17502,175.02,0,6,06_100億以上_500億未満
6445,ジャノメ,東P,19798,197.98,0,6,06_100億以上_500億未満
6448,ブラザー工業,東P,952957,9529.57,1,3,03_5000億以上_1兆未満
6454,マックス,東P,305472,3054.72,0,4,04_1000億以上_5000億未満
6455,モリタHLDG,東P,110276,1102.76,0,4,04_1000億以上_5000億未満
6457,グローリー,東P,237462,2374.62,0,4,04_1000億以上_5000億未満
6458,新晃工業,東P,87559,875.59,0,5,05_500億以上_1000億未満
6459,大和冷機工業,東P,86523,865.23,0,5,05_500億以上_1000億未満
6460,セガサミーHLDG,東P,503433,5034.33,1,3,03_5000億以上_1兆未満
6463,TPR,東P,92694,926.94,0,5,05_500億以上_1000億未満
6464,ツバキ･ナカシマ,東P,16515,165.15,0,6,06_100億以上_500億未満
6465,ホシザキ,東P,736911,7369.11,1,3,03_5000億以上_1兆未満
6466,TVE,東S,9169,91.69,0,7,07_100億未満
6467,ニチダイ,東S,3033,30.33,0,7,07_100億未満
6469,放電精密加工研究所,東S,28590,285.9,0,6,06_100億以上_500億未満
6470,大豊工業,東S,32352,323.52,0,6,06_100億以上_500億未満
6471,日本精工,東P,588500,5885,1,3,03_5000億以上_1兆未満
6472,NTN,東P,256043,2560.43,0,4,04_1000億以上_5000億未満
6473,ジェイテクト,東P,650438,6504.38,1,3,03_5000億以上_1兆未満
6474,不二越,東P,145031,1450.31,0,4,04_1000億以上_5000億未満
6479,ミネベアミツミ,東P,2121736,21217.36,2,2,02_1兆以上_10兆未満
6480,日本トムソン,東P,145680,1456.8,0,4,04_1000億以上_5000億未満
6481,THK,東P,929812,9298.12,1,3,03_5000億以上_1兆未満
6482,YUSHIN,東S,23699,236.99,0,6,06_100億以上_500億未満
6484,KVK,東S,19249,192.49,0,6,06_100億以上_500億未満
6485,前澤給装工業,東S,30401,304.01,0,6,06_100億以上_500億未満
6486,イーグル工業,東P,145542,1455.42,0,4,04_1000億以上_5000億未満
6488,ヨシタケ,東S,12447,124.47,0,6,06_100億以上_500億未満
6490,PILLAR,東P,234147,2341.47,0,4,04_1000億以上_5000億未満
6492,岡野バルブ製造,東S,25012,250.12,0,6,06_100億以上_500億未満
6493,NITTAN,東S,13823,138.23,0,6,06_100億以上_500億未満
6494,NFK HLDG,東S,4679,46.79,0,7,07_100億未満
6495,宮入バルブ製作所,東S,6986,69.86,0,7,07_100億未満
6496,中北製作所,東S,17554,175.54,0,6,06_100億以上_500億未満
6497,ハマイ,東S,9963,99.63,0,7,07_100億未満
6498,キッツ,東P,195359,1953.59,0,4,04_1000億以上_5000億未満
6501,日立製作所,東P,23507813,235078.13,24,1,01_10兆以上
6503,三菱電機,東P,12577778,125777.78,13,1,01_10兆以上
6504,富士電機,東P,2229751,22297.51,2,2,02_1兆以上_10兆未満
6505,東洋電機製造,東S,18993,189.93,0,6,06_100億以上_500億未満
6506,安川電機,東P,1851365,18513.65,2,2,02_1兆以上_10兆未満
6507,シンフォニア テクノロジー,東P,447135,4471.35,0,4,04_1000億以上_5000億未満
6508,明電舎,東P,431146,4311.46,0,4,04_1000億以上_5000億未満
6513,オリジン,東S,7089,70.89,0,7,07_100億未満
6516,山洋電気,東P,265411,2654.11,0,4,04_1000億以上_5000億未満
6517,デンヨー,東P,78913,789.13,0,5,05_500億以上_1000億未満
6518,三相電機,東S,10166,101.66,0,6,06_100億以上_500億未満
6521,オキサイド,東G,57005,570.05,0,5,05_500億以上_1000億未満
6522,アスタリスク,東G,6325,63.25,0,7,07_100億未満
6523,PHCHLDG,東P,136865,1368.65,0,4,04_1000億以上_5000億未満
6524,湖北工業,東S,153400,1534,0,4,04_1000億以上_5000億未満
6525,KOKUSAI ELECTRI,東P,2016125,20161.25,2,2,02_1兆以上_10兆未満
6526,ソシオネクスト,東P,518058,5180.58,1,3,03_5000億以上_1兆未満
6532,ベイカレント,東P,910245,9102.45,1,3,03_5000億以上_1兆未満
6533,Orchestra HLDG,東P,9844,98.44,0,7,07_100億未満
6535,アイモバイル,東P,27329,273.29,0,6,06_100億以上_500億未満
6537,WASHハウス,東G,2493,24.93,0,7,07_100億未満
6538,ディスラプターズ,東S,4808,48.08,0,7,07_100億未満
6539,MSーJapan,東P,22823,228.23,0,6,06_100億以上_500億未満
6540,船場,東S,15967,159.67,0,6,06_100億以上_500億未満
6543,日宣,東S,4759,47.59,0,7,07_100億未満
6544,ジャパンエレベーターサービスH,東P,300893,3008.93,0,4,04_1000億以上_5000億未満
6545,インターネットインフィニティー,東G,3903,39.03,0,7,07_100億未満
6546,フルテック,東S,5905,59.05,0,7,07_100億未満
6547,グリーンズ,東S,27076,270.76,0,6,06_100億以上_500億未満
6548,旅工房,東G,2100,21,0,7,07_100億未満
6549,ディーエムソリューションズ,東S,5873,58.73,0,7,07_100億未満
6551,ツナググループHLDG,東S,4642,46.42,0,7,07_100億未満
6552,GameWith,東S,3798,37.98,0,7,07_100億未満
6554,エスユーエス,東G,8550,85.5,0,7,07_100億未満
6555,MS&Consulting,東S,2023,20.23,0,7,07_100億未満
6557,AIAIグループ,東G,4081,40.81,0,7,07_100億未満
6558,クックビズ,東G,1945,19.45,0,7,07_100億未満
6560,エル･ティー･エス,東P,7834,78.34,0,7,07_100億未満
6561,HANATOUR JAPAN,東G,9676,96.76,0,7,07_100億未満
6562,ジーニー,東G,16142,161.42,0,6,06_100億以上_500億未満
6563,ミライワークス,東G,2606,26.06,0,7,07_100億未満
6564,ミダックHLDG,東P,56019,560.19,0,5,05_500億以上_1000億未満
6566,要興業,東S,18601,186.01,0,6,06_100億以上_500億未満
6568,神戸天然物化学,東G,9834,98.34,0,7,07_100億未満
6570,共和コーポレーション,東S,9990,99.9,0,7,07_100億未満
6571,キュービーネットHLDG,東P,16715,167.15,0,6,06_100億以上_500億未満
6572,オープングループ,東P,13223,132.23,0,6,06_100億以上_500億未満
6573,CRAVIA,東G,1387,13.87,0,7,07_100億未満
6574,コンヴァノ,東G,44806,448.06,0,6,06_100億以上_500億未満
6577,ベストワンドットコム,東G,3002,30.02,0,7,07_100億未満
6578,コレックHLDG,東S,3175,31.75,0,7,07_100億未満
6579,ログリー,東G,1320,13.2,0,7,07_100億未満
6580,ライトアップ,東G,4267,42.67,0,7,07_100億未満
6584,三櫻工業,東P,41194,411.94,0,6,06_100億以上_500億未満
6586,マキタ,東P,1503974,15039.74,2,2,02_1兆以上_10兆未満
6588,東芝テック,東P,188447,1884.47,0,4,04_1000億以上_5000億未満
6590,芝浦メカトロニクス,東P,361872,3618.72,0,4,04_1000億以上_5000億未満
6592,マブチモーター,東P,401531,4015.31,0,4,04_1000億以上_5000億未満
6594,ニデック,東P,3415518,34155.18,3,2,02_1兆以上_10兆未満
6597,HPCシステムズ,東G,30541,305.41,0,6,06_100億以上_500億未満
6599,エブレン,東S,4915,49.15,0,7,07_100億未満
6612,バルミューダ,東G,4784,47.84,0,7,07_100億未満
6613,QDレーザ,東G,102714,1027.14,0,4,04_1000億以上_5000億未満
6614,シキノハイテック,東S,4218,42.18,0,7,07_100億未満
6615,ユー･エム･シー･エレクトロニ,東P,7069,70.69,0,7,07_100億未満
6616,トレックス･セミコンダクター,東P,32583,325.83,0,6,06_100億以上_500億未満
6617,東光高岳,東P,122886,1228.86,0,4,04_1000億以上_5000億未満
6619,ダブル･スコープ,東P,19036,190.36,0,6,06_100億以上_500億未満
6620,宮越HLDG,東P,25089,250.89,0,6,06_100億以上_500億未満
6622,ダイヘン,東P,392476,3924.76,0,4,04_1000億以上_5000億未満
6625,JALCO HLDG,東S,40274,402.74,0,6,06_100億以上_500億未満
6626,SEMITEC,東S,24517,245.17,0,6,06_100億以上_500億未満
6627,テラプローブ,東S,98487,984.87,0,5,05_500億以上_1000億未満
6629,テクノホライゾン,東S,21147,211.47,0,6,06_100億以上_500億未満
6630,ヤーマン,東P,40844,408.44,0,6,06_100億以上_500億未満
6632,JVCケンウッド,東P,203410,2034.1,0,4,04_1000億以上_5000億未満
6633,CGS HLDG,東S,3254,32.54,0,7,07_100億未満
6634,JNグループ,東S,2827,28.27,0,7,07_100億未満
6635,大日光･エンジニアリング,東S,5121,51.21,0,7,07_100億未満
6637,寺崎電気産業,東S,42413,424.13,0,6,06_100億以上_500億未満
6638,ミマキエンジニアリング,東P,58922,589.22,0,5,05_500億以上_1000億未満
6643,戸上電機製作所,東S,24030,240.3,0,6,06_100億以上_500億未満
6644,大崎電気工業,東P,71361,713.61,0,5,05_500億以上_1000億未満
6645,オムロン,東P,1285318,12853.18,1,2,02_1兆以上_10兆未満
6647,森尾電機,東S,3669,36.69,0,7,07_100億未満
6648,カワデン,東S,35297,352.97,0,6,06_100億以上_500億未満
6651,日東工業,東P,188332,1883.32,0,4,04_1000億以上_5000億未満
6652,IDEC,東P,104163,1041.63,0,4,04_1000億以上_5000億未満
6653,正興電機製作所,東P,32824,328.24,0,6,06_100億以上_500億未満
6654,不二電機工業,東S,6992,69.92,0,7,07_100億未満
6656,インスペック,東S,4908,49.08,0,7,07_100億未満
6658,シライ電子工業,東S,6878,68.78,0,7,07_100億未満
6659,メディアリンクス,東S,6925,69.25,0,7,07_100億未満
6662,ユビテック,東S,3210,32.1,0,7,07_100億未満
6663,太洋テクノレックス,東S,2146,21.46,0,7,07_100億未満
6664,オプトエレクトロニクス,東S,3705,37.05,0,7,07_100億未満
6666,リバーエレテック,東S,9831,98.31,0,7,07_100億未満
6668,アドテックプラズマテクノロジー,東S,26960,269.6,0,6,06_100億以上_500億未満
6670,MCJ,東S,222174,2221.74,0,4,04_1000億以上_5000億未満
6674,ジーエスユアサコーポレーション,東P,721707,7217.07,1,3,03_5000億以上_1兆未満
6675,サクサ,東S,36720,367.2,0,6,06_100億以上_500億未満
6676,バッファロー,東S,55128,551.28,0,5,05_500億以上_1000億未満
6677,エスケーエレクトロニクス,東S,37743,377.43,0,6,06_100億以上_500億未満
6678,テクノメディカ,東S,17625,176.25,0,6,06_100億以上_500億未満
6694,ズーム,東S,2964,29.64,0,7,07_100億未満
6696,トラース･オン･プロダクト,東G,1241,12.41,0,7,07_100億未満
6699,ダイヤモンドエレクトリックHD,東S,5725,57.25,0,7,07_100億未満
6701,日本電気,東P,5762588,57625.88,6,2,02_1兆以上_10兆未満
6702,富士通,東P,6063126,60631.26,6,2,02_1兆以上_10兆未満
6703,沖電気工業,東P,298720,2987.2,0,4,04_1000億以上_5000億未満
6706,電気興業,東P,34402,344.02,0,6,06_100億以上_500億未満
6707,サンケン電気,東P,193873,1938.73,0,4,04_1000億以上_5000億未満
6718,アイホン,東P,47434,474.34,0,6,06_100億以上_500億未満
6721,ウインテスト,東S,4705,47.05,0,7,07_100億未満
6723,ルネサスエレクトロニクス,東P,9050035,90500.35,9,2,02_1兆以上_10兆未満
6724,セイコーエプソン,東P,1125950,11259.5,1,2,02_1兆以上_10兆未満
6727,ワコム,東P,123120,1231.2,0,4,04_1000億以上_5000億未満
